timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,rssi_watch,rssi_iphone
6468.0,-0.94,-0.21,0.07,-0.37,0.18,-0.37,999.0,999.0
6489.0,-0.94,-0.21,0.07,-0.24,0.24,-0.49,999.0,999.0
6511.0,-0.94,-0.21,0.06,-0.12,0.24,-0.43,999.0,999.0
6532.0,-0.94,-0.21,0.06,-0.49,0.0,-0.31,999.0,999.0
6553.0,-0.94,-0.21,0.06,-0.43,-0.06,-0.24,999.0,999.0
6570.0,-0.94,-0.21,0.06,0.06,0.12,-0.12,999.0,999.0
6591.0,-0.94,-0.2,0.07,0.61,0.43,-0.24,999.0,999.0
6613.0,-0.94,-0.21,0.07,0.55,0.49,-0.24,999.0,999.0
6634.0,-0.94,-0.21,0.07,-0.06,0.55,-0.37,999.0,999.0
6651.0,-0.94,-0.22,0.07,-0.43,0.37,-0.37,999.0,999.0
6672.0,-0.94,-0.22,0.07,-0.12,0.18,-0.06,999.0,999.0
6693.0,-0.94,-0.22,0.07,-0.37,0.0,0.06,999.0,999.0
6715.0,-0.94,-0.21,0.06,-0.73,0.0,0.06,999.0,999.0
6740.0,-0.94,-0.21,0.06,-1.16,0.12,0.06,999.0,999.0
6761.0,-0.94,-0.21,0.06,-1.22,0.12,0.12,999.0,999.0
6778.0,-0.94,-0.21,0.06,-1.22,0.18,0.18,999.0,999.0
6795.0,-0.94,-0.21,0.06,-0.85,0.31,0.12,999.0,999.0
6821.0,-0.94,-0.21,0.06,-0.31,0.43,0.18,999.0,999.0
6842.0,-0.94,-0.21,0.06,-0.43,0.37,0.06,999.0,999.0
6859.0,-0.94,-0.21,0.06,-0.85,0.37,0.06,999.0,999.0
6880.0,-0.94,-0.21,0.07,-1.04,0.43,0.0,999.0,999.0
6901.0,-0.94,-0.22,0.07,-1.1,0.49,0.0,999.0,999.0
6926.0,-0.94,-0.22,0.07,-1.1,0.37,-0.06,999.0,999.0
6945.0,-0.94,-0.22,0.07,-0.92,0.24,-0.12,999.0,999.0
6966.0,-0.94,-0.22,0.07,-0.85,0.37,-0.18,999.0,999.0
6982.0,-0.94,-0.22,0.07,-0.49,0.43,-0.06,999.0,999.0
7003.0,-0.94,-0.22,0.07,0.06,0.55,-0.06,999.0,999.0
7029.0,-0.94,-0.22,0.07,-0.06,0.73,-0.06,999.0,999.0
7046.0,-0.94,-0.22,0.07,-0.43,0.73,0.0,999.0,999.0
7067.0,-0.94,-0.22,0.07,-0.43,0.49,-0.06,999.0,999.0
7088.0,-0.94,-0.21,0.07,-0.49,0.12,-0.24,999.0,999.0
7109.0,-0.94,-0.21,0.07,-0.73,0.0,-0.18,999.0,999.0
7131.0,-0.94,-0.21,0.07,-0.79,-0.06,-0.06,999.0,999.0
7158.0,-0.94,-0.21,0.07,-0.73,0.24,0.12,999.0,999.0
7184.0,-0.94,-0.21,0.07,-0.73,0.37,0.06,999.0,999.0
7201.0,-0.94,-0.21,0.07,-0.55,0.24,-0.06,999.0,999.0
7222.0,-0.94,-0.21,0.07,-0.37,0.24,-0.43,999.0,999.0
7243.0,-0.94,-0.22,0.07,-0.06,0.49,-0.55,999.0,999.0
7265.0,-0.94,-0.22,0.07,0.24,0.61,-0.43,999.0,999.0
7285.0,-0.93,-0.21,0.07,0.49,0.37,-0.43,999.0,999.0
7302.0,-0.94,-0.22,0.07,0.31,0.0,-0.55,999.0,999.0
7317.0,-0.94,-0.22,0.07,-0.18,0.12,-0.61,999.0,999.0
7338.0,-0.94,-0.22,0.07,-0.31,0.37,-0.55,999.0,999.0
7361.0,-0.94,-0.22,0.07,0.12,0.37,-0.24,999.0,999.0
7382.0,-0.94,-0.21,0.07,0.31,0.18,0.0,999.0,999.0
7403.0,-0.94,-0.21,0.07,0.49,0.31,-0.12,999.0,999.0
7420.0,-0.94,-0.21,0.07,0.43,0.37,-0.18,999.0,999.0
7445.0,-0.94,-0.21,0.07,0.24,0.43,-0.24,999.0,999.0
7462.0,-0.94,-0.21,0.07,0.31,0.37,-0.31,999.0,999.0
7483.0,-0.94,-0.21,0.07,0.73,0.43,-0.24,999.0,999.0
7504.0,-0.94,-0.21,0.07,1.53,0.49,-0.12,999.0,999.0
7525.0,-0.94,-0.21,0.07,1.22,0.49,0.0,999.0,999.0
7548.0,-0.94,-0.21,0.07,0.55,0.55,0.06,999.0,999.0
7569.0,-0.94,-0.22,0.07,0.37,0.55,0.06,999.0,999.0
7585.0,-0.94,-0.22,0.07,0.31,0.55,0.24,999.0,999.0
7602.0,-0.94,-0.22,0.07,0.24,0.55,0.37,999.0,999.0
7619.0,-0.94,-0.21,0.07,0.12,0.49,0.37,999.0,999.0
7645.0,-0.94,-0.21,0.07,0.0,0.31,0.24,999.0,999.0
7666.0,-0.94,-0.21,0.07,-0.18,0.24,0.06,999.0,999.0
7683.0,-0.94,-0.21,0.07,-0.12,0.24,0.06,999.0,999.0
7704.0,-0.94,-0.21,0.07,-0.06,0.43,0.24,999.0,999.0
7721.0,-0.94,-0.22,0.07,0.12,0.43,0.24,999.0,999.0
7745.0,-0.94,-0.22,0.07,0.55,0.12,-0.06,999.0,999.0
7768.0,-0.94,-0.21,0.07,0.06,-0.24,-0.24,999.0,999.0
7789.0,-0.94,-0.21,0.08,-0.73,-0.37,-0.18,999.0,999.0
7806.0,-0.93,-0.22,0.08,-0.49,-0.31,-0.06,999.0,999.0
7827.0,-0.93,-0.22,0.08,-0.12,-0.55,0.24,999.0,999.0
7848.0,-0.94,-0.22,0.08,-0.73,-0.92,0.18,999.0,999.0
7871.0,-0.94,-0.22,0.08,-1.53,-1.16,-0.06,999.0,999.0
7891.0,-0.94,-0.22,0.07,-2.26,-1.46,-0.24,999.0,999.0
7912.0,-0.94,-0.22,0.07,-2.44,-1.71,-0.06,999.0,999.0
7929.0,-0.94,-0.22,0.07,-2.62,-1.89,0.37,999.0,999.0
7950.0,-0.94,-0.22,0.07,-3.05,-1.83,0.92,999.0,999.0
7968.0,-0.94,-0.21,0.06,-3.3,-1.77,1.1,999.0,999.0
7989.0,-0.94,-0.21,0.06,-3.91,-1.83,1.34,999.0,999.0
8010.0,-0.94,-0.2,0.06,-5.98,-2.14,1.65,999.0,999.0
8031.0,-0.94,-0.2,0.07,-6.59,-2.08,1.83,999.0,999.0
8054.0,-0.94,-0.2,0.07,-6.59,-2.2,1.89,999.0,999.0
8075.0,-0.94,-0.21,0.07,-7.32,-2.26,1.89,999.0,999.0
8091.0,-0.94,-0.21,0.07,-7.51,-2.5,1.65,999.0,999.0
8112.0,-0.94,-0.21,0.06,-7.02,-3.17,1.53,999.0,999.0
8133.0,-0.93,-0.21,0.06,-7.87,-3.6,1.59,999.0,999.0
8156.0,-0.93,-0.22,0.07,-9.64,-3.48,1.89,999.0,999.0
8180.0,-0.94,-0.22,0.07,-10.86,-3.42,2.32,999.0,999.0
8201.0,-0.94,-0.22,0.06,-10.19,-3.66,2.69,999.0,999.0
8221.0,-0.94,-0.22,0.06,-9.7,-4.09,2.99,999.0,999.0
8238.0,-0.94,-0.21,0.06,-10.38,-4.46,3.54,999.0,999.0
8264.0,-0.94,-0.2,0.07,-11.17,-4.52,4.03,999.0,999.0
8281.0,-0.94,-0.2,0.1,-11.96,-4.58,4.39,999.0,999.0
8302.0,-0.94,-0.21,0.09,-11.78,-4.88,5.0,999.0,999.0
8323.0,-0.94,-0.25,0.03,-14.71,-6.71,6.65,999.0,999.0
8344.0,-0.92,-0.26,0.0,-13.12,-9.22,7.69,999.0,999.0
8368.0,-0.93,-0.18,0.02,-25.76,-11.11,7.69,999.0,999.0
8399.0,-0.92,-0.23,0.05,-42.18,-11.41,2.81,999.0,999.0
8417.0,-0.94,-0.22,0.07,-33.69,-9.28,-1.16,999.0,999.0
8435.0,-0.95,-0.23,0.04,-31.68,-7.14,-3.17,999.0,999.0
8456.0,-0.94,-0.25,0.04,-28.5,-7.39,-2.14,999.0,999.0
8473.0,-0.92,-0.26,0.04,-26.0,-7.69,-0.31,999.0,999.0
8494.0,-0.91,-0.27,0.07,-27.71,-7.45,-0.12,999.0,999.0
8515.0,-0.91,-0.3,0.08,-34.06,-6.41,-0.18,999.0,999.0
8536.0,-0.91,-0.32,0.09,-41.81,-6.29,0.12,999.0,999.0
8553.0,-0.91,-0.34,0.08,-46.63,-7.51,0.43,999.0,999.0
8574.0,-0.91,-0.34,0.06,-46.08,-9.52,1.1,999.0,999.0
8601.0,-0.92,-0.32,0.07,-44.8,-12.51,2.81,999.0,999.0
8618.0,-0.94,-0.29,0.06,-47.36,-13.18,4.64,999.0,999.0
8639.0,-0.94,-0.25,0.06,-47.36,-10.5,5.25,999.0,999.0
8659.0,-0.94,-0.25,0.05,-42.05,-9.34,4.27,999.0,999.0
8681.0,-0.93,-0.27,0.04,-37.6,-8.97,3.05,999.0,999.0
8702.0,-0.91,-0.3,0.05,-34.85,-9.34,0.24,999.0,999.0
8719.0,-0.9,-0.32,0.06,-39.0,-11.11,-1.46,999.0,999.0
8740.0,-0.9,-0.33,0.07,-48.52,-13.31,-1.53,999.0,999.0
8761.0,-0.91,-0.32,0.06,-53.16,-13.31,-2.44,999.0,999.0
8783.0,-0.91,-0.35,0.06,-54.32,-11.66,-5.43,999.0,999.0
8813.0,-0.91,-0.35,0.06,-54.08,-11.84,-7.2,999.0,999.0
8830.0,-0.9,-0.42,0.0,-68.36,-12.45,-8.54,999.0,999.0
8851.0,-0.92,-0.38,-0.01,-83.68,-14.89,-6.77,999.0,999.0
8871.0,-0.94,-0.29,0.02,-81.54,-15.2,-3.72,999.0,999.0
8888.0,-0.94,-0.23,0.02,-71.23,-13.12,-4.15,999.0,999.0
8914.0,-0.95,-0.21,0.0,-58.53,-10.38,-5.37,999.0,999.0
8932.0,-0.97,-0.2,-0.01,-52.25,-8.73,-5.49,999.0,999.0
8952.0,-0.98,-0.19,0.03,-42.05,-7.87,-4.94,999.0,999.0
8973.0,-0.98,-0.32,0.04,-28.81,0.31,-2.32,999.0,999.0
8988.0,-0.98,-0.4,0.05,-36.93,4.15,0.85,999.0,999.0
9016.0,-0.94,-0.34,0.07,-59.51,10.5,9.34,999.0,999.0
9035.0,-0.94,-0.25,0.12,-80.51,15.93,14.89,999.0,999.0
9052.0,-0.98,-0.24,0.16,-77.7,19.71,12.08,999.0,999.0
9073.0,-0.99,-0.27,0.2,-78.49,24.29,9.09,999.0,999.0
9099.0,-0.95,-0.31,0.24,-100.1,31.37,8.3,999.0,999.0
9116.0,-0.91,-0.36,0.27,-132.32,43.33,10.62,999.0,999.0
9137.0,-0.9,-0.39,0.22,-165.47,52.31,14.34,999.0,999.0
9153.0,-0.92,-0.31,0.12,-168.95,52.25,16.6,999.0,999.0
9174.0,-0.94,-0.22,0.06,-139.47,49.32,15.26,999.0,999.0
9200.0,-0.97,-0.22,0.1,-124.33,43.64,15.01,999.0,999.0
9223.0,-0.98,-0.24,0.17,-105.1,33.26,22.09,999.0,999.0
9240.0,-0.92,-0.22,0.15,-100.89,29.3,25.82,999.0,999.0
9261.0,-0.88,-0.22,0.13,-93.26,22.09,32.59,999.0,999.0
9278.0,-0.86,-0.24,0.11,-73.67,19.71,39.86,999.0,999.0
9299.0,-0.87,-0.25,0.11,-49.13,13.85,50.35,999.0,999.0
9321.0,-0.87,-0.23,0.15,-47.24,6.47,53.83,999.0,999.0
9342.0,-0.87,-0.22,0.18,-51.27,1.28,54.81,999.0,999.0
9363.0,-0.89,-0.16,0.2,-63.78,-8.24,54.93,999.0,999.0
9384.0,-0.92,-0.12,0.23,-87.77,-13.85,52.8,999.0,999.0
9401.0,-0.93,-0.17,0.24,-97.53,-18.13,53.1,999.0,999.0
9426.0,-0.94,-0.21,0.26,-99.0,-19.1,53.34,999.0,999.0
9444.0,-0.93,-0.21,0.25,-100.28,-18.01,53.83,999.0,999.0
9464.0,-0.92,-0.21,0.25,-99.12,-17.64,54.14,999.0,999.0
9481.0,-0.91,-0.21,0.27,-94.18,-17.21,52.67,999.0,999.0
9507.0,-0.91,-0.2,0.3,-91.37,-20.39,50.9,999.0,999.0
9524.0,-0.9,-0.23,0.32,-95.52,-26.67,48.52,999.0,999.0
9545.0,-0.89,-0.27,0.32,-104.86,-31.49,47.85,999.0,999.0
9566.0,-0.87,-0.24,0.29,-98.51,-39.79,47.12,999.0,999.0
9586.0,-0.82,-0.32,0.28,-99.12,-47.3,47.61,999.0,999.0
9608.0,-0.8,-0.34,0.28,-99.67,-51.21,47.49,999.0,999.0
9641.0,-0.81,-0.36,0.25,-82.82,-55.36,42.54,999.0,999.0
9661.0,-0.81,-0.33,0.23,-76.23,-54.99,36.87,999.0,999.0
9682.0,-0.84,-0.25,0.16,-71.41,-54.26,31.43,999.0,999.0
9703.0,-0.86,-0.13,0.13,-75.62,-56.82,26.98,999.0,999.0
9727.0,-0.83,-0.07,0.16,-78.43,-64.15,22.52,999.0,999.0
9749.0,-0.85,-0.13,0.26,-84.17,-73.85,17.4,999.0,999.0
9764.0,-0.89,-0.16,0.33,-93.63,-73.61,13.18,999.0,999.0
9781.0,-0.91,-0.13,0.32,-83.98,-64.76,12.33,999.0,999.0
9798.0,-0.93,-0.05,0.24,-47.85,-54.38,8.42,999.0,999.0
9824.0,-0.99,-0.03,0.14,-14.83,-48.22,-2.87,999.0,999.0
9847.0,-1.11,0.0,0.33,-48.83,-43.52,-22.34,999.0,999.0
9868.0,-1.2,-0.23,0.31,-79.59,-23.01,-22.46,999.0,999.0
9889.0,-1.05,-0.46,0.1,-50.17,-14.83,-9.09,999.0,999.0
9906.0,-0.88,-0.34,0.07,-30.58,-20.94,-4.09,999.0,999.0
9931.0,-0.86,-0.14,0.06,-51.33,-21.48,-5.13,999.0,999.0
9948.0,-0.84,-0.21,0.06,-79.04,-28.14,-5.98,999.0,999.0
9969.0,-0.86,-0.33,0.02,-79.22,-34.73,-4.58,999.0,999.0
9986.0,-0.9,-0.36,0.03,-65.25,-34.24,-0.18,999.0,999.0
10007.0,-0.92,-0.38,0.06,-78.67,-31.01,4.15,999.0,999.0
10029.0,-0.91,-0.38,0.03,-100.34,-30.7,9.16,999.0,999.0
10051.0,-0.92,-0.27,0.01,-105.96,-35.46,9.4,999.0,999.0
10072.0,-0.93,-0.27,0.06,-106.08,-37.54,6.29,999.0,999.0
10093.0,-0.93,-0.31,0.09,-108.15,-36.68,7.63,999.0,999.0
10110.0,-0.93,-0.35,0.09,-100.4,-32.65,13.61,999.0,999.0
10136.0,-0.95,-0.3,0.07,-86.49,-28.75,17.03,999.0,999.0
10153.0,-0.93,-0.26,0.08,-81.36,-27.34,16.3,999.0,999.0
10174.0,-0.92,-0.27,0.11,-78.43,-23.86,12.33,999.0,999.0
10190.0,-0.91,-0.29,0.14,-77.45,-23.8,10.25,999.0,999.0
10211.0,-0.92,-0.35,0.12,-82.46,-23.8,6.41,999.0,999.0
10232.0,-0.92,-0.38,0.04,-97.9,-24.23,4.15,999.0,999.0
10254.0,-0.94,-0.29,-0.0,-98.14,-24.11,4.64,999.0,999.0
10275.0,-0.92,-0.23,-0.0,-91.49,-23.93,5.07,999.0,999.0
10295.0,-0.93,-0.26,-0.02,-79.59,-25.39,5.25,999.0,999.0
10312.0,-0.95,-0.32,-0.03,-85.14,-28.2,5.74,999.0,999.0
10338.0,-0.96,-0.26,-0.01,-86.24,-27.71,4.64,999.0,999.0
10355.0,-0.96,-0.23,-0.0,-73.67,-24.48,1.46,999.0,999.0
10376.0,-0.94,-0.27,0.01,-66.35,-20.14,-0.73,999.0,999.0
10393.0,-0.97,-0.28,0.01,-65.73,-18.31,-1.53,999.0,999.0
10414.0,-0.99,-0.24,0.01,-62.07,-16.11,0.55,999.0,999.0
10440.0,-0.96,-0.17,0.04,-52.98,-12.27,1.16,999.0,999.0
10464.0,-0.92,-0.23,0.05,-44.19,-10.93,-0.92,999.0,999.0
10485.0,-0.95,-0.28,0.04,-38.33,-10.13,-1.4,999.0,999.0
10503.0,-0.97,-0.28,0.06,-39.98,-8.42,-2.2,999.0,999.0
10524.0,-0.97,-0.31,0.05,-38.7,-2.99,-2.56,999.0,999.0
10546.0,-0.97,-0.32,0.01,-33.45,1.53,-1.28,999.0,999.0
10567.0,-0.96,-0.33,-0.04,-38.76,2.99,1.28,999.0,999.0
10584.0,-0.93,-0.3,0.06,-57.19,3.05,6.04,999.0,999.0
10601.0,-0.95,-0.25,0.1,-70.5,7.02,10.62,999.0,999.0
10622.0,-0.95,-0.22,0.13,-77.88,15.14,14.16,999.0,999.0
10644.0,-0.93,-0.17,0.22,-91.61,34.36,16.72,999.0,999.0
10665.0,-0.95,-0.21,0.24,-107.24,52.31,18.13,999.0,999.0
10686.0,-0.97,-0.2,0.25,-112.0,63.42,20.26,999.0,999.0
10707.0,-0.98,-0.13,0.32,-116.21,93.08,25.15,999.0,999.0
10724.0,-1.05,-0.12,0.35,-94.12,107.3,25.82,999.0,999.0
10750.0,-1.02,-0.13,0.25,-44.68,98.08,26.31,999.0,999.0
10768.0,-0.98,-0.1,0.16,-0.79,69.7,20.94,999.0,999.0
10789.0,-0.95,-0.12,0.13,13.61,45.84,16.54,999.0,999.0
10806.0,-0.94,-0.16,0.17,7.93,27.04,18.8,999.0,999.0
10832.0,-0.82,-0.19,0.19,11.84,10.56,25.33,999.0,999.0
10849.0,-0.72,-0.29,0.2,8.79,-4.88,28.56,999.0,999.0
10871.0,-0.72,-0.33,0.15,12.63,-21.0,26.49,999.0,999.0
10892.0,-0.76,-0.34,0.14,20.45,-40.41,22.95,999.0,999.0
10912.0,-0.89,-0.01,0.16,-8.91,-63.29,21.42,999.0,999.0
10929.0,-0.82,0.01,0.19,-36.5,-73.18,19.04,999.0,999.0
10950.0,-0.83,-0.15,0.23,-55.24,-89.78,10.19,999.0,999.0
10972.0,-0.9,-0.16,0.29,-55.36,-92.53,8.73,999.0,999.0
10994.0,-0.94,0.0,0.34,-28.26,-79.47,7.75,999.0,999.0
11011.0,-0.94,-0.03,0.45,31.31,-36.44,-6.04,999.0,999.0
11031.0,-1.03,-0.06,0.35,39.73,-16.78,-16.11,999.0,999.0
