timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,rssi_watch,rssi_iphone
6881.0,-0.95,-0.18,0.04,-1.71,12.51,-3.17,999.0,999.0
6902.0,-0.95,-0.18,0.05,-1.4,12.15,-2.56,999.0,999.0
6922.0,-0.95,-0.21,0.06,7.26,12.15,-3.17,999.0,999.0
6946.0,-0.93,-0.24,0.07,11.6,12.21,-3.11,999.0,999.0
6966.0,-0.92,-0.25,0.08,8.0,11.9,-1.59,999.0,999.0
6983.0,-0.92,-0.25,0.09,2.93,12.45,0.43,999.0,999.0
7004.0,-0.92,-0.26,0.08,-0.55,13.49,2.44,999.0,999.0
7025.0,-0.93,-0.27,0.09,-2.01,13.79,4.09,999.0,999.0
7046.0,-0.91,-0.28,0.1,-2.14,14.1,6.16,999.0,999.0
7078.0,-0.87,-0.29,0.14,-0.37,16.48,10.68,999.0,999.0
7099.0,-0.88,-0.34,0.15,2.62,20.57,14.34,999.0,999.0
7118.0,-0.92,-0.38,0.14,14.4,24.72,17.94,999.0,999.0
7137.0,-0.95,-0.38,0.1,19.17,24.78,19.04,999.0,999.0
7163.0,-0.97,-0.32,0.06,51.09,18.13,25.33,999.0,999.0
7178.0,-1.0,-0.28,0.12,61.83,10.31,32.23,999.0,999.0
7200.0,-0.96,-0.33,0.24,59.45,9.16,37.48,999.0,999.0
7220.0,-0.88,-0.47,0.29,41.81,14.16,61.52,999.0,999.0
7237.0,-0.82,-0.71,0.45,6.16,13.12,89.78,999.0,999.0
7264.0,-0.94,-0.41,0.35,-13.18,26.31,94.97,999.0,999.0
7285.0,-1.0,-0.26,0.12,-9.4,31.43,78.61,999.0,999.0
