timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,phone_rssi,watch_rssi
274316,0.31,0.09,0.95,0.67,0.73,0.0,404.0,-769.0,399.0,-63.0,-81.0
274347,0.3,0.09,0.95,0.06,1.04,0.06,404.0,-769.0,399.0,-63.0,-81.0
274378,0.31,0.09,0.95,-0.06,-0.24,0.0,404.0,-769.0,399.0,-63.0,-81.0
274406,0.3,0.09,0.94,0.18,0.12,0.18,404.0,-769.0,399.0,-63.0,-81.0
274441,0.31,0.08,0.96,0.06,0.43,0.18,403.0,-768.0,399.0,-63.0,-78.0
274467,0.3,0.09,0.95,0.18,0.12,0.06,403.0,-768.0,399.0,-62.0,-78.0
274500,0.31,0.09,0.95,-0.18,0.12,0.06,403.0,-768.0,399.0,-62.0,-78.0
274530,0.31,0.09,0.96,0.24,0.49,0.18,403.0,-767.0,401.0,-62.0,-78.0
274555,0.3,0.09,0.94,0.12,-0.24,0.06,403.0,-767.0,401.0,-62.0,-78.0
274583,0.31,0.09,0.95,-0.18,0.06,0.18,403.0,-767.0,401.0,-62.0,-78.0
274613,0.3,0.09,0.95,0.31,-0.18,0.0,401.0,-769.0,396.0,-62.0,-78.0
274639,0.3,0.09,0.95,0.12,-0.31,0.12,401.0,-769.0,396.0,-62.0,-79.0
274668,0.31,0.09,0.95,0.06,0.49,0.18,401.0,-769.0,396.0,-62.0,-79.0
274692,0.31,0.09,0.95,0.31,-0.18,-0.06,401.0,-769.0,396.0,-62.0,-79.0
274726,0.31,0.09,0.94,-0.31,0.49,0.37,404.0,-771.0,404.0,-62.0,-79.0
274755,0.31,0.09,0.96,0.24,0.73,0.12,404.0,-771.0,404.0,-62.0,-79.0
274788,0.3,0.09,0.95,0.06,-0.73,0.0,404.0,-771.0,404.0,-62.0,-79.0
274820,0.3,0.09,0.94,0.18,-0.31,0.18,402.0,-769.0,400.0,-62.0,-79.0
274850,0.3,0.08,0.94,0.31,0.79,0.06,402.0,-769.0,400.0,-62.0,-79.0
274880,0.31,0.09,0.94,-0.61,0.31,0.24,402.0,-769.0,400.0,-62.0,-79.0
274906,0.31,0.09,0.95,0.31,0.31,0.0,402.0,-768.0,397.0,-62.0,-79.0
274930,0.31,0.09,0.95,0.24,-0.55,0.18,402.0,-768.0,397.0,-62.0,-79.0
274965,0.3,0.09,0.94,0.0,0.37,0.06,402.0,-768.0,397.0,-62.0,-79.0
274993,0.31,0.09,0.95,-0.12,0.61,0.24,402.0,-768.0,397.0,-62.0,-80.0
275018,0.3,0.09,0.94,0.18,-0.12,-0.06,405.0,-769.0,397.0,-62.0,-80.0
275040,0.31,0.08,0.95,0.12,0.37,0.12,405.0,-769.0,397.0,-62.0,-80.0
275071,0.31,0.09,0.95,0.24,-0.12,0.06,405.0,-769.0,397.0,-62.0,-80.0
275100,0.31,0.09,0.95,-0.12,0.12,0.12,404.0,-768.0,398.0,-62.0,-80.0
275124,0.3,0.09,0.95,0.31,0.61,0.18,404.0,-768.0,398.0,-62.0,-80.0
275150,0.3,0.09,0.95,0.12,-0.31,0.12,404.0,-768.0,398.0,-62.0,-80.0
275175,0.31,0.08,0.95,-0.06,0.49,0.12,404.0,-768.0,398.0,-62.0,-80.0
275202,0.3,0.09,0.95,0.12,0.24,0.0,404.0,-769.0,396.0,-62.0,-80.0
275232,0.3,0.09,0.94,0.12,-0.18,0.18,404.0,-769.0,396.0,-62.0,-80.0
275260,0.31,0.08,0.95,0.31,0.49,0.06,404.0,-769.0,396.0,-62.0,-80.0
275292,0.3,0.09,0.95,0.0,0.0,0.0,404.0,-769.0,396.0,-62.0,-80.0
275317,0.31,0.09,0.95,0.06,0.24,0.06,403.0,-767.0,396.0,-62.0,-80.0
275348,0.3,0.09,0.95,0.31,0.24,0.18,403.0,-767.0,396.0,-62.0,-80.0
275379,0.31,0.08,0.95,0.18,-0.06,0.06,403.0,-767.0,396.0,-62.0,-80.0
275405,0.31,0.09,0.95,-0.12,0.31,0.06,404.0,-768.0,401.0,-62.0,-80.0
275438,0.31,0.09,0.95,0.06,0.18,0.18,404.0,-768.0,401.0,-62.0,-80.0
275466,0.3,0.09,0.95,0.24,0.0,0.18,404.0,-768.0,401.0,-62.0,-84.0
275496,0.31,0.09,0.95,0.0,0.18,0.12,403.0,-767.0,398.0,-62.0,-84.0
275523,0.3,0.09,0.95,0.12,0.31,0.12,403.0,-767.0,398.0,-62.0,-84.0
275552,0.31,0.09,0.95,0.06,0.31,0.12,403.0,-767.0,398.0,-62.0,-84.0
275578,0.31,0.09,0.95,0.12,0.37,0.18,403.0,-767.0,398.0,-62.0,-84.0
275607,0.31,0.09,0.95,-0.06,0.06,0.0,403.0,-766.0,394.0,-62.0,-84.0
275636,0.31,0.09,0.95,0.12,0.12,0.06,403.0,-766.0,394.0,-62.0,-82.0
275665,0.31,0.09,0.95,0.31,0.18,0.18,403.0,-766.0,394.0,-62.0,-82.0
275694,0.3,0.09,0.95,0.12,0.18,0.12,404.0,-765.0,397.0,-62.0,-82.0
275725,0.31,0.09,0.95,0.0,0.06,0.0,404.0,-765.0,397.0,-62.0,-79.0
275756,0.31,0.09,0.95,0.18,0.24,0.06,404.0,-765.0,397.0,-62.0,-79.0
275786,0.31,0.09,0.95,0.24,0.06,0.12,402.0,-769.0,397.0,-62.0,-79.0
275821,0.31,0.09,0.95,0.0,0.12,0.0,402.0,-769.0,397.0,-62.0,-79.0
275853,0.3,0.09,0.95,0.0,0.24,0.06,402.0,-769.0,397.0,-62.0,-79.0
275881,0.31,0.09,0.95,0.06,0.18,0.12,402.0,-769.0,397.0,-62.0,-79.0
275912,0.31,0.09,0.95,0.06,0.31,0.12,403.0,-769.0,401.0,-62.0,-79.0
275941,0.31,0.09,0.95,-0.12,0.31,0.0,403.0,-769.0,401.0,-62.0,-79.0
275968,0.3,0.09,0.95,0.06,0.0,0.18,403.0,-769.0,401.0,-62.0,-79.0
275999,0.3,0.09,0.95,0.12,0.18,0.12,404.0,-769.0,400.0,-62.0,-79.0
276023,0.3,0.09,0.95,0.24,0.18,0.0,404.0,-769.0,400.0,-62.0,-79.0
276054,0.31,0.09,0.95,0.0,0.06,0.06,404.0,-769.0,400.0,-62.0,-79.0
276080,0.31,0.09,0.95,0.06,0.24,0.06,401.0,-770.0,396.0,-62.0,-79.0
276112,0.3,0.09,0.94,-0.06,0.06,0.18,401.0,-770.0,396.0,-62.0,-79.0
276142,0.31,0.09,0.95,-0.49,0.24,0.24,401.0,-770.0,396.0,-62.0,-79.0
276172,0.31,0.09,0.96,0.37,0.61,0.06,401.0,-770.0,396.0,-62.0,-79.0
276199,0.3,0.09,0.95,0.06,-0.55,0.06,404.0,-770.0,401.0,-62.0,-79.0
276229,0.31,0.09,0.94,0.06,0.12,0.12,404.0,-770.0,401.0,-62.0,-79.0
276263,0.31,0.09,0.96,-0.12,0.98,0.24,404.0,-770.0,401.0,-62.0,-79.0
276296,0.3,0.09,0.95,0.24,0.06,0.0,403.0,-768.0,399.0,-62.0,-79.0
276323,0.31,0.09,0.94,0.0,-0.24,0.12,403.0,-768.0,399.0,-62.0,-79.0
276357,0.31,0.08,0.95,0.31,0.49,0.18,403.0,-768.0,399.0,-62.0,-79.0
276388,0.3,0.09,0.95,0.12,-0.12,0.06,405.0,-769.0,398.0,-62.0,-79.0
276411,0.31,0.09,0.94,0.0,0.06,0.18,405.0,-769.0,398.0,-62.0,-79.0
276442,0.31,0.09,0.95,0.31,0.43,0.12,405.0,-769.0,398.0,-64.0,-82.0
276469,0.3,0.09,0.95,-0.06,-0.43,0.12,405.0,-769.0,398.0,-64.0,-82.0
276502,0.31,0.09,0.95,-0.06,0.18,0.12,403.0,-768.0,398.0,-64.0,-82.0
276533,0.3,0.09,0.95,0.31,0.55,0.12,403.0,-768.0,398.0,-64.0,-82.0
276561,0.3,0.09,0.95,0.06,-0.06,0.12,403.0,-768.0,398.0,-64.0,-82.0
276591,0.31,0.09,0.95,-0.06,0.18,0.18,404.0,-768.0,402.0,-64.0,-82.0
276618,0.31,0.09,0.95,0.18,0.43,0.12,404.0,-768.0,402.0,-64.0,-82.0
276654,0.3,0.09,0.93,0.06,-0.18,0.06,404.0,-768.0,402.0,-64.0,-82.0
276685,0.31,0.09,0.96,-0.85,1.04,0.49,405.0,-769.0,397.0,-64.0,-82.0
276716,0.31,0.09,0.96,0.73,0.67,-0.18,405.0,-769.0,397.0,-64.0,-82.0
276737,0.3,0.09,0.93,-0.37,-0.24,0.31,405.0,-769.0,397.0,-64.0,-82.0
276767,0.31,0.08,0.97,0.18,1.59,0.12,403.0,-768.0,397.0,-64.0,-81.0
276791,0.3,0.09,0.94,0.43,-0.79,-0.37,403.0,-768.0,397.0,-64.0,-81.0
276825,0.32,0.09,0.96,0.12,0.73,0.37,403.0,-768.0,397.0,-64.0,-81.0
276855,0.29,0.08,0.94,0.92,0.24,-0.12,403.0,-768.0,397.0,-64.0,-81.0
276888,0.3,0.09,0.95,-0.24,-1.4,-0.24,402.0,-768.0,402.0,-64.0,-81.0
276920,0.31,0.09,0.94,0.37,0.06,0.18,402.0,-768.0,402.0,-64.0,-81.0
276957,0.31,0.09,0.94,-0.24,1.22,0.43,402.0,-768.0,402.0,-64.0,-81.0
276986,0.31,0.09,0.95,0.24,0.0,-0.18,404.0,-769.0,395.0,-64.0,-82.0
277010,0.3,0.09,0.94,-0.18,0.12,0.24,404.0,-769.0,395.0,-64.0,-82.0
277046,0.3,0.08,0.95,0.06,0.79,0.24,404.0,-769.0,395.0,-64.0,-81.0
277074,0.31,0.08,0.97,0.31,0.79,0.0,404.0,-767.0,396.0,-64.0,-81.0
277100,0.31,0.09,0.93,0.06,-0.67,-0.06,404.0,-767.0,396.0,-64.0,-81.0
277135,0.31,0.09,0.94,-0.06,0.49,0.31,404.0,-767.0,396.0,-64.0,-81.0
277159,0.3,0.08,0.96,0.31,0.79,0.0,404.0,-768.0,399.0,-64.0,-80.0
277196,0.3,0.09,0.94,-0.12,-0.73,0.06,404.0,-768.0,399.0,-64.0,-80.0
277223,0.3,0.09,0.94,0.31,0.37,0.12,404.0,-768.0,399.0,-64.0,-80.0
277251,0.3,0.09,0.96,0.37,-0.43,0.06,404.0,-768.0,399.0,-64.0,-80.0
277278,0.31,0.09,0.94,0.0,0.0,0.0,405.0,-769.0,395.0,-64.0,-80.0
277312,0.31,0.09,0.95,-0.31,0.61,0.18,405.0,-769.0,395.0,-64.0,-84.0
277343,0.31,0.09,0.96,0.43,0.37,0.06,405.0,-769.0,395.0,-64.0,-84.0
277372,0.3,0.09,0.94,0.61,-0.79,0.0,402.0,-767.0,400.0,-64.0,-84.0
277404,0.31,0.09,0.95,-0.12,-0.06,0.18,402.0,-767.0,400.0,-64.0,-80.0
277435,0.3,0.09,0.95,-0.06,0.85,0.0,402.0,-767.0,400.0,-64.0,-80.0
277463,0.31,0.09,0.95,0.0,0.06,0.18,403.0,-768.0,400.0,-63.0,-80.0
277490,0.31,0.09,0.94,0.12,0.18,0.18,403.0,-768.0,400.0,-63.0,-80.0
277517,0.3,0.09,0.95,0.12,0.12,0.0,403.0,-768.0,400.0,-63.0,-80.0
277546,0.3,0.09,0.95,0.12,-0.18,0.06,403.0,-768.0,400.0,-63.0,-80.0
277572,0.3,0.09,0.95,0.37,0.24,0.18,404.0,-768.0,399.0,-63.0,-85.0
277607,0.3,0.08,0.95,0.06,0.12,0.12,404.0,-768.0,399.0,-63.0,-85.0
277639,0.31,0.09,0.95,-0.18,0.43,0.0,404.0,-768.0,399.0,-63.0,-85.0
277669,0.31,0.09,0.95,0.06,0.43,0.12,404.0,-769.0,401.0,-63.0,-81.0
277695,0.3,0.09,0.94,0.24,-0.24,0.18,404.0,-769.0,401.0,-63.0,-81.0
277723,0.31,0.08,0.97,0.37,0.43,0.0,404.0,-769.0,401.0,-63.0,-80.0
277758,0.3,0.1,0.95,-0.37,0.18,-0.06,402.0,-769.0,398.0,-63.0,-80.0
277781,0.31,0.09,0.95,0.0,0.24,0.24,402.0,-769.0,398.0,-63.0,-80.0
277810,0.31,0.08,0.95,0.37,-0.49,0.12,402.0,-769.0,398.0,-63.0,-80.0
277842,0.31,0.08,0.95,0.06,-0.31,-0.24,402.0,-769.0,398.0,-63.0,-80.0
277876,0.31,0.1,0.94,0.0,0.24,0.24,404.0,-771.0,399.0,-63.0,-80.0
277908,0.3,0.08,0.95,0.61,0.37,0.18,404.0,-771.0,399.0,-63.0,-80.0
277940,0.3,0.08,0.95,0.06,0.31,0.0,404.0,-771.0,399.0,-63.0,-80.0
277973,0.31,0.09,0.95,-0.37,0.06,0.06,404.0,-769.0,402.0,-63.0,-80.0
278006,0.31,0.09,0.95,0.18,0.61,0.24,404.0,-769.0,402.0,-63.0,-80.0
278038,0.31,0.08,0.95,0.31,-0.06,0.0,404.0,-769.0,402.0,-63.0,-80.0
278070,0.3,0.09,0.95,0.12,-0.31,-0.06,404.0,-768.0,398.0,-63.0,-80.0
278099,0.3,0.09,0.95,0.06,0.49,0.24,404.0,-768.0,398.0,-63.0,-80.0
278125,0.31,0.08,0.95,0.31,0.49,0.18,404.0,-768.0,398.0,-63.0,-80.0
278157,0.31,0.08,0.95,0.0,-0.24,0.06,402.0,-769.0,398.0,-63.0,-80.0
278184,0.31,0.09,0.95,-0.06,0.18,0.12,402.0,-769.0,398.0,-63.0,-80.0
278207,0.3,0.09,0.95,0.49,0.06,0.06,402.0,-769.0,398.0,-63.0,-80.0
278238,0.3,0.08,0.94,0.31,-0.12,0.06,404.0,-768.0,401.0,-63.0,-80.0
278265,0.31,0.09,0.95,0.06,0.31,0.06,404.0,-768.0,401.0,-63.0,-80.0
278292,0.3,0.09,0.95,-0.06,-0.24,0.0,404.0,-768.0,401.0,-63.0,-80.0
278323,0.31,0.09,0.94,0.18,0.37,0.12,404.0,-768.0,401.0,-63.0,-80.0
278352,0.31,0.08,0.95,0.12,0.37,0.06,403.0,-766.0,395.0,-63.0,-80.0
278386,0.3,0.09,0.95,0.12,0.0,0.0,403.0,-766.0,395.0,-63.0,-80.0
278416,0.3,0.09,0.95,0.0,0.24,0.12,403.0,-766.0,395.0,-63.0,-80.0
278442,0.3,0.09,0.95,0.24,0.37,0.12,405.0,-766.0,395.0,-63.0,-80.0
278474,0.3,0.09,0.95,0.06,-0.18,0.12,405.0,-766.0,395.0,-63.0,-80.0
278497,0.31,0.09,0.95,-0.18,0.18,0.12,405.0,-766.0,395.0,-63.0,-80.0
278530,0.31,0.09,0.95,0.12,0.49,0.12,405.0,-766.0,395.0,-63.0,-80.0
278558,0.31,0.09,0.94,0.31,-0.12,0.12,403.0,-769.0,401.0,-63.0,-80.0
278592,0.31,0.09,0.95,0.06,0.06,0.12,403.0,-769.0,401.0,-63.0,-80.0
278628,0.3,0.09,0.95,0.12,0.31,0.06,403.0,-769.0,401.0,-63.0,-80.0
278657,0.31,0.09,0.95,0.18,-0.06,0.06,402.0,-766.0,397.0,-63.0,-80.0
278683,0.31,0.09,0.95,0.06,0.18,0.12,402.0,-766.0,397.0,-63.0,-80.0
278712,0.31,0.09,0.95,-0.06,0.43,0.0,402.0,-766.0,397.0,-63.0,-80.0
278749,0.31,0.09,0.95,0.24,0.18,0.06,404.0,-770.0,399.0,-63.0,-80.0
278781,0.3,0.09,0.95,0.12,0.0,0.06,404.0,-770.0,399.0,-63.0,-80.0
278814,0.3,0.09,0.94,0.0,0.43,0.12,404.0,-770.0,399.0,-63.0,-80.0
278841,0.31,0.09,0.96,-0.06,1.53,-0.12,402.0,-768.0,396.0,-63.0,-80.0
278866,0.31,0.09,0.96,-0.31,1.28,0.24,402.0,-768.0,396.0,-63.0,-80.0
278895,0.32,0.09,0.96,-0.12,0.85,0.24,402.0,-768.0,396.0,-63.0,-80.0
278927,0.3,0.09,0.92,-0.55,-1.77,0.31,404.0,-766.0,396.0,-63.0,-81.0
278959,0.31,0.09,0.96,1.59,-0.61,-0.49,404.0,-766.0,396.0,-63.0,-81.0
278990,0.3,0.09,0.94,-0.55,0.61,0.43,404.0,-766.0,396.0,-63.0,-81.0
279020,0.32,0.09,0.96,-0.31,2.01,0.31,404.0,-766.0,396.0,-63.0,-81.0
279055,0.31,0.09,0.95,0.18,-0.61,-0.12,403.0,-770.0,397.0,-63.0,-81.0
279090,0.31,0.09,0.96,0.43,-0.85,-0.12,403.0,-770.0,397.0,-63.0,-81.0
279117,0.3,0.09,0.94,0.24,0.43,0.18,403.0,-770.0,397.0,-63.0,-81.0
279151,0.31,0.09,0.95,0.06,0.92,0.24,404.0,-768.0,399.0,-63.0,-81.0
279176,0.3,0.09,0.95,0.18,-0.43,-0.18,404.0,-768.0,399.0,-63.0,-81.0
279213,0.31,0.09,0.94,0.37,-0.24,-0.12,404.0,-768.0,399.0,-63.0,-81.0
279245,0.31,0.09,0.94,-0.06,0.37,0.31,403.0,-767.0,395.0,-63.0,-81.0
279286,0.31,0.08,0.96,0.18,0.67,0.12,403.0,-767.0,395.0,-63.0,-80.0
279315,0.31,0.09,0.96,0.06,0.37,0.0,403.0,-767.0,395.0,-63.0,-80.0
279343,0.3,0.09,0.94,-0.18,-0.24,0.18,404.0,-766.0,397.0,-63.0,-80.0
279378,0.31,0.09,0.94,-0.24,0.61,0.24,404.0,-766.0,397.0,-63.0,-80.0
279402,0.3,0.09,0.95,0.18,-0.18,0.0,404.0,-766.0,397.0,-63.0,-80.0
279438,0.31,0.09,0.94,0.06,-0.73,0.06,405.0,-766.0,397.0,-63.0,-80.0
279471,0.31,0.09,0.95,0.24,0.43,0.18,405.0,-766.0,397.0,-63.0,-80.0
279501,0.3,0.09,0.95,-0.06,0.43,0.12,405.0,-766.0,397.0,-63.0,-82.0
279536,0.31,0.09,0.95,-0.06,-0.06,0.0,404.0,-767.0,398.0,-63.0,-82.0
279577,0.31,0.09,0.95,0.24,0.12,0.06,404.0,-767.0,398.0,-63.0,-82.0
279614,0.31,0.09,0.94,0.12,-0.12,0.12,404.0,-767.0,398.0,-63.0,-82.0
279647,0.31,0.09,0.95,0.18,0.24,0.12,404.0,-767.0,398.0,-63.0,-82.0
279675,0.3,0.09,0.95,0.12,0.55,0.06,404.0,-767.0,398.0,-63.0,-82.0
279708,0.31,0.09,0.95,0.0,0.12,0.12,405.0,-768.0,399.0,-63.0,-82.0
279746,0.31,0.09,0.95,0.12,0.18,0.12,405.0,-768.0,399.0,-63.0,-82.0
279775,0.31,0.09,0.95,0.31,0.06,0.0,405.0,-768.0,399.0,-63.0,-82.0
279805,0.31,0.09,0.95,0.18,0.12,0.12,405.0,-768.0,399.0,-63.0,-82.0
279843,0.31,0.09,0.95,0.18,0.24,0.12,404.0,-769.0,392.0,-63.0,-82.0
279874,0.31,0.09,0.95,-0.18,0.12,0.06,404.0,-769.0,392.0,-63.0,-82.0
279906,0.31,0.09,0.95,0.06,0.24,0.12,405.0,-768.0,400.0,-63.0,-82.0
279934,0.31,0.09,0.95,0.06,0.18,0.06,405.0,-768.0,400.0,-63.0,-82.0
279964,0.31,0.09,0.95,0.06,0.43,0.12,405.0,-768.0,400.0,-63.0,-82.0
279996,0.31,0.09,0.95,0.31,0.31,0.06,405.0,-768.0,400.0,-63.0,-82.0
280032,0.31,0.09,0.95,0.0,0.24,0.0,403.0,-769.0,397.0,-63.0,-82.0
280069,0.31,0.09,0.95,0.0,0.06,0.18,403.0,-769.0,397.0,-63.0,-82.0
280101,0.31,0.09,0.95,-0.06,-0.49,0.24,403.0,-769.0,397.0,-63.0,-82.0
280133,0.31,0.09,0.96,1.16,-0.18,-0.31,406.0,-767.0,400.0,-63.0,-82.0
280166,0.3,0.09,0.94,-0.31,-0.06,0.24,406.0,-767.0,400.0,-63.0,-82.0
280196,0.31,0.09,0.96,0.06,1.46,0.31,406.0,-767.0,400.0,-63.0,-82.0
280237,0.31,0.09,0.95,0.37,0.37,0.06,402.0,-768.0,391.0,-63.0,-82.0
280262,0.31,0.09,0.95,0.12,-0.79,0.06,402.0,-768.0,391.0,-63.0,-82.0
280301,0.31,0.09,0.94,0.0,0.31,0.18,403.0,-766.0,397.0,-63.0,-82.0
280330,0.31,0.09,0.96,0.12,0.85,0.24,403.0,-766.0,397.0,-63.0,-82.0
280364,0.31,0.09,0.96,0.18,-0.24,0.0,403.0,-766.0,397.0,-63.0,-82.0
280390,0.3,0.09,0.94,-0.37,-0.06,0.12,403.0,-766.0,397.0,-63.0,-82.0
280422,0.31,0.09,0.95,0.24,0.92,0.12,402.0,-767.0,397.0,-63.0,-82.0
280454,0.31,0.09,0.95,0.0,0.43,0.06,402.0,-767.0,397.0,-59.0,-82.0
280497,0.31,0.09,0.95,0.12,0.06,0.12,403.0,-768.0,400.0,-59.0,-82.0
280534,0.3,0.09,0.95,0.24,-0.06,0.06,403.0,-768.0,400.0,-59.0,-82.0
280564,0.31,0.09,0.95,0.0,0.43,0.18,403.0,-768.0,400.0,-59.0,-82.0
280593,0.31,0.09,0.95,0.18,0.31,0.0,403.0,-768.0,400.0,-59.0,-82.0
280622,0.3,0.09,0.94,0.18,-0.12,0.12,404.0,-768.0,396.0,-59.0,-82.0
280651,0.31,0.09,0.95,0.37,0.55,0.06,404.0,-768.0,396.0,-59.0,-82.0
280674,0.3,0.09,0.95,-0.06,-0.06,0.12,404.0,-768.0,396.0,-59.0,-82.0
280711,0.31,0.09,0.95,0.12,0.24,0.06,405.0,-768.0,401.0,-59.0,-82.0
280741,0.3,0.09,0.95,0.24,0.37,0.12,405.0,-768.0,401.0,-59.0,-82.0
280772,0.31,0.08,0.95,0.18,0.12,0.06,405.0,-768.0,401.0,-59.0,-82.0
280809,0.31,0.09,0.95,0.24,0.0,0.0,404.0,-767.0,397.0,-59.0,-82.0
280843,0.31,0.09,0.95,0.24,-0.06,0.12,404.0,-767.0,397.0,-59.0,-82.0
280877,0.31,0.09,0.95,0.12,0.24,0.06,404.0,-767.0,397.0,-59.0,-82.0
280916,0.31,0.09,0.95,0.06,0.24,0.12,405.0,-766.0,394.0,-59.0,-82.0
280951,0.31,0.09,0.95,0.18,0.0,0.12,405.0,-766.0,394.0,-59.0,-82.0
280979,0.31,0.09,0.95,0.06,0.06,0.12,405.0,-766.0,394.0,-59.0,-82.0
281011,0.31,0.09,0.95,0.06,0.31,0.12,402.0,-768.0,393.0,-59.0,-82.0
281037,0.31,0.09,0.95,0.24,0.0,0.06,402.0,-768.0,393.0,-59.0,-82.0
281063,0.31,0.09,0.95,-0.06,0.0,0.18,402.0,-768.0,393.0,-59.0,-82.0
281093,0.31,0.09,0.95,0.31,0.31,0.06,403.0,-767.0,399.0,-59.0,-82.0
281125,0.31,0.09,0.95,-0.06,0.0,0.06,403.0,-767.0,399.0,-59.0,-82.0
281165,0.31,0.09,0.95,0.06,0.12,0.12,403.0,-767.0,399.0,-59.0,-82.0
281203,0.31,0.09,0.95,0.31,-0.18,0.12,402.0,-769.0,396.0,-59.0,-82.0
281242,0.31,0.09,0.95,0.0,0.18,0.06,402.0,-769.0,396.0,-59.0,-82.0
281274,0.31,0.09,0.95,0.06,0.31,0.12,402.0,-769.0,396.0,-59.0,-82.0
281312,0.31,0.09,0.95,0.31,-0.12,0.06,404.0,-766.0,401.0,-59.0,-82.0
281337,0.31,0.09,0.95,0.12,-0.18,0.06,404.0,-766.0,401.0,-59.0,-82.0
281373,0.31,0.09,0.96,0.24,-0.06,0.0,404.0,-766.0,401.0,-59.0,-82.0
281412,0.31,0.09,0.95,0.73,0.18,0.12,403.0,-767.0,397.0,-59.0,-80.0
281438,0.31,0.08,0.95,-0.18,0.12,0.31,403.0,-767.0,397.0,-59.0,-80.0
281473,0.31,0.1,0.93,-0.85,0.24,0.12,403.0,-767.0,397.0,-62.0,-82.0
281510,0.29,0.09,0.95,0.31,-0.67,0.18,404.0,-769.0,397.0,-62.0,-82.0
281554,0.3,0.08,0.94,-0.18,-0.73,-0.06,404.0,-769.0,397.0,-62.0,-82.0
281586,0.31,0.1,0.94,-0.43,0.37,0.0,403.0,-769.0,399.0,-62.0,-82.0
281617,0.31,0.09,0.96,0.0,0.98,0.18,403.0,-769.0,399.0,-62.0,-82.0
281654,0.31,0.08,0.96,0.61,0.37,0.0,403.0,-769.0,399.0,-62.0,-82.0
281690,0.29,0.09,0.94,0.31,-0.31,-0.18,404.0,-769.0,396.0,-62.0,-82.0
281725,0.31,0.09,0.95,-0.06,0.0,0.43,404.0,-769.0,396.0,-62.0,-82.0
281753,0.31,0.08,0.95,0.24,1.28,0.24,404.0,-769.0,396.0,-62.0,-80.0
281788,0.31,0.09,0.95,-0.06,0.12,-0.18,403.0,-770.0,397.0,-62.0,-80.0
281820,0.31,0.1,0.94,0.37,-0.06,0.06,403.0,-770.0,397.0,-62.0,-80.0
281849,0.31,0.09,0.96,0.43,0.37,0.24,403.0,-770.0,397.0,-62.0,-80.0
281880,0.3,0.09,0.96,0.37,-0.43,0.0,402.0,-769.0,398.0,-62.0,-80.0
281911,0.3,0.09,0.95,-0.24,-0.37,0.06,402.0,-769.0,398.0,-62.0,-80.0
281951,0.31,0.08,0.95,0.31,-0.49,0.12,402.0,-769.0,398.0,-62.0,-80.0
281991,0.31,0.09,0.95,0.31,0.12,-0.06,403.0,-768.0,394.0,-62.0,-80.0
282021,0.3,0.09,0.94,0.0,-0.24,0.18,403.0,-768.0,394.0,-62.0,-80.0
282058,0.3,0.08,0.95,0.49,-0.06,0.12,403.0,-768.0,394.0,-62.0,-80.0
282091,0.3,0.08,0.95,-0.12,0.85,0.18,402.0,-767.0,400.0,-62.0,-80.0
282116,0.31,0.09,0.95,-0.43,1.04,0.12,402.0,-767.0,400.0,-62.0,-80.0
282162,0.31,0.09,0.95,0.31,0.0,0.12,407.0,-768.0,397.0,-62.0,-84.0
282201,0.3,0.09,0.95,-0.06,-0.06,0.0,407.0,-768.0,397.0,-62.0,-84.0
282235,0.3,0.09,0.95,0.0,0.37,0.24,407.0,-768.0,397.0,-62.0,-83.0
282264,0.3,0.09,0.95,-0.06,0.43,0.24,402.0,-766.0,396.0,-62.0,-83.0
282294,0.31,0.08,0.95,0.0,0.31,-0.06,402.0,-766.0,396.0,-62.0,-83.0
282325,0.31,0.09,0.94,0.0,0.12,0.0,402.0,-766.0,396.0,-62.0,-83.0
282348,0.31,0.09,0.96,0.24,0.55,0.31,402.0,-766.0,396.0,-62.0,-83.0
282375,0.3,0.09,0.94,0.24,-0.37,0.18,402.0,-770.0,395.0,-62.0,-83.0
282405,0.3,0.09,0.95,0.12,0.0,0.0,402.0,-770.0,395.0,-62.0,-83.0
282445,0.31,0.09,0.96,0.18,0.67,0.0,402.0,-770.0,395.0,-62.0,-83.0
282468,0.31,0.09,0.95,0.49,0.12,0.18,404.0,-768.0,396.0,-62.0,-83.0
282503,0.31,0.08,0.94,-0.43,0.06,0.31,404.0,-768.0,396.0,-62.0,-83.0
282537,0.31,0.09,0.96,0.12,0.43,0.0,404.0,-768.0,396.0,-62.0,-82.0
282572,0.3,0.09,0.95,0.61,0.43,0.12,402.0,-768.0,399.0,-62.0,-82.0
282605,0.31,0.08,0.96,0.31,-0.31,0.0,402.0,-768.0,399.0,-62.0,-82.0
282638,0.31,0.09,0.94,-0.18,0.18,0.0,402.0,-768.0,399.0,-62.0,-82.0
282667,0.31,0.09,0.95,0.06,0.67,0.06,402.0,-766.0,398.0,-62.0,-82.0
282697,0.31,0.08,0.96,0.61,0.49,0.12,402.0,-766.0,398.0,-62.0,-82.0
282728,0.31,0.08,0.95,0.12,-0.18,0.18,402.0,-766.0,398.0,-62.0,-82.0
282764,0.31,0.09,0.96,0.0,0.43,0.12,404.0,-766.0,398.0,-62.0,-82.0
282797,0.31,0.09,0.96,0.49,0.31,0.06,404.0,-766.0,398.0,-62.0,-82.0
