timestamp,acc_x,acc_z,acc_x_world,acc_z_world,vel_x_world,vel_z_world,pos_x_world,pos_z_world
8164.0,-0.87,0.06,-6.157103155990315,5.934472420063479,0.0,0.0,3.56,0.02
8184.0,-0.91,0.01,-1.0849312372703068,8.857803246042165,-0.021698624745406136,0.1771560649208433,3.5595660275050918,0.023543121298416868
8206.0,-0.92,-0.01,4.843087472383805,7.611960497062438,0.08484929964703755,0.3446191958562169,3.561432712097327,0.03112474360725364
8223.0,-0.92,-0.01,7.831078688161337,4.480138999386663,0.2179776373457803,0.4207815588457902,3.565138331932205,0.038278030107632074
8244.0,-0.88,0.04,8.570724772907907,-1.0774982148768073,0.39796285757684635,0.3981540963333773,3.5734955519413187,0.046639266130632996
8261.0,-0.88,0.06,7.107305902735951,-4.929182854483561,0.5187870579233576,0.31435798780715674,3.5823149319260157,0.05198335192335466
8282.0,-0.89,0.04,3.0319621286706533,-8.193138674739181,0.5824582626254413,0.14230207563763392,3.5945465554411498,0.054971695511744974
8301.0,-0.96,-0.0,-2.6659194994323245,-9.028385822512597,0.5318057921362271,-0.029237254990105405,3.604650865491738,0.05441618766693297
8321.0,-1.0,-0.03,-8.328219575560691,-5.1850686180269285,0.3652414006250133,-0.132938627350644,3.6119556935042385,0.05175741511992009
8337.0,-1.01,0.04,-9.79839734014357,1.495214454808206,0.2084670431827162,-0.1090151960737127,3.615291166195162,0.05001317198274068
8355.0,-1.01,0.11,-5.706828222846674,8.166151083228907,0.10574413517147607,0.03797552342440762,3.6171945606282487,0.05069673140438002
8378.0,-0.99,0.0,1.805586626049463,9.538551041926194,0.1472726275706137,0.2573621973887101,3.6205818310623727,0.056616061944320346
8398.0,-0.97,-0.07,6.335725993839785,7.127725321572292,0.2739871474474094,0.3999167038201559,3.626061574011321,0.06461439602072347
8415.0,-0.96,-0.07,8.46249750304429,4.180452818172829,0.41784960499916235,0.470984401729094,3.633165017296307,0.07262113085011807
8433.0,-0.99,0.04,9.65766674332428,1.0618023997374526,0.5916876063789993,0.49009684492436817,3.643815394211129,0.08144287405875669
8450.0,-1.03,0.11,10.103910401491587,-1.0431385462296308,0.7634540832043564,0.4723634896384644,3.6567941136256032,0.08947305338261059
8476.0,-1.07,0.12,10.494701891772486,-1.1561918602148094,1.036316332390441,0.4423025012728794,3.6837383382677547,0.10097291841570545
8505.0,-1.09,-0.07,8.181677226604192,6.91203425249516,1.2735849719619625,0.6427514945952391,3.7206723024546515,0.11961271175896739
8522.0,-1.06,0.15,3.841641605324806,9.769752115373114,1.3388928792524841,0.808837280556582,3.7434334814019437,0.13336294552842928
8543.0,-0.97,0.28,-7.909518732596488,5.9542414960686,1.1727929858679578,0.9338763519740226,3.768062134105171,0.15297434891988376
8563.0,-0.96,0.09,1.6337260815638486,-9.312824130177592,1.2054675074992347,0.7476198693704708,3.7921714842551557,0.16792674630729318
8580.0,-1.0,0.13,7.626313328146559,6.294604441053793,1.3351148340777261,0.8546281448683852,3.814868436434477,0.18245542477005572
8606.0,-1.17,0.03,-2.979324566821357,-11.08333681335791,1.2576523953403709,0.5664613877210796,3.847567398713327,0.1971834208508038
8626.0,-1.3,-0.13,8.763545398376555,9.345145313958103,1.432923303307902,0.7533642940002416,3.876225864779485,0.21225070673080862
8644.0,-1.15,0.28,-10.439827388084987,5.071216459528279,1.2450064103223724,0.8446461902717506,3.8986359801652877,0.22745433815570013
8658.0,-1.09,0.47,-5.573877204456449,-10.21851271142923,1.1669721294599822,0.7015870123117414,3.9149735899777274,0.2372765563280645
8679.0,-1.08,0.32,10.737116878457346,2.5921284102347877,1.3924515839075864,0.7560217089266719,3.9442150732397865,0.2531530122155246
8707.0,-0.96,0.27,-8.509145122009128,4.819047446808158,1.1541955204913308,0.8909550374373003,3.9765325478135436,0.278099753263769
8719.0,-0.84,0.22,-7.515999816363673,-4.00157522788479,1.0640035226949667,0.8429361347026828,3.9893005900858833,0.2882149868802012
8740.0,-0.76,0.13,4.733975958143335,-5.895352935127879,1.1634170178159766,0.7191337230649973,4.013732347460019,0.30331679506456616
8761.0,-0.79,0.22,5.139664077961095,6.184647392997948,1.2713499634531595,0.8490113183179543,4.040430696692535,0.3211460327492432
8778.0,-0.85,0.14,-7.147809291189693,4.501933363831841,0.0,0.0,4.059977929186085,0.33688028390279584
8804.0,-0.79,0.16,-1.2504571133789981,-7.804484167246408,-0.03251188494785395,-0.20291658834840662,4.059132620177441,0.3316044526057373
8821.0,-0.75,0.19,6.38623709621894,-4.0958438276473705,0.07605414568786803,-0.27254593341841193,4.060425540654134,0.3269711717376243
8842.0,-0.7,0.16,5.389695512696792,4.531010858739587,0.18923775145450067,-0.1773947053848806,4.0643995334346785,0.3232458829245418
8863.0,-0.66,0.18,1.227042046881053,6.595160457728527,0.21500563443900278,-0.03889633577258153,4.068914651757898,0.3224290598733176
8884.0,-0.6,0.24,-0.29529720352481037,6.329946947265073,0.20880439316498176,0.09403255011998501,4.073299544014362,0.3244037434258373
8907.0,-0.53,0.28,-0.07418546705548527,5.877408879028049,0.20709812742270559,0.22921295433763014,4.0780628009450846,0.3296756413756028
8925.0,-0.57,0.3,0.6381487845281341,6.283993101938071,0.218584805544212,0.3423248301725154,4.08199732744488,0.3358374883187081
8945.0,-0.57,0.3,2.4189304792710318,5.834773218631004,0.2669634151296326,0.4590202945451355,4.087336595747473,0.34501789420961076
8966.0,-0.61,0.34,4.895709300251406,4.788330557159968,0.36977331043491213,0.5595752362454949,4.095101835266607,0.35676897417076614
8988.0,-0.62,0.38,6.56029637398967,2.7947574854033364,0.5140998306626848,0.6210599009243682,4.106412031541185,0.3704322919911022
9009.0,-0.61,0.42,7.235004716942338,0.630214322133434,0.666034929718474,0.6342944016891704,4.120398765065273,0.3837524744265748
9026.0,-0.68,0.35,7.499499665447274,-0.010298755081283776,0.7935264240310776,0.6341193228527886,4.133888714273802,0.3945325029150722
9047.0,-0.76,0.45,8.65339447550486,0.36240294549291396,0.9752477080166797,0.6417297847081398,4.154368916142152,0.40800882839394315
9068.0,-0.88,0.63,9.228535986804397,5.240568918262233,1.169046963739572,0.7517817319916467,4.178918902380683,0.4237962447657677
9092.0,-0.84,0.79,2.0563016345442247,11.11901219429904,1.2183982029686333,1.0186380246548237,4.208160459251931,0.4482435573574835
9114.0,-0.44,0.66,-1.6893359059344824,7.5926628246037975,1.1812328130380747,1.185676606796107,4.234147581138768,0.47432844270699787
9135.0,-0.13,0.21,0.08844140088343418,2.4202879817512986,1.1830900824566268,1.2365026544128843,4.258992472870357,0.5002949984496684
